Transaction_ID,Date,Region,Category,Product,Item,Customer_ID,Units_Sold,Unit_Price,Total_Sales
TX0245,2025-06-21,South,Home Goods,Chair,ITM-194881,C1150,5.0,144.46,22000
TX0060,2025-05-14,Central,Beauty,Lotion,ITM-666118,C1578,,45.24,271.44
TX0222,2025-06-24,,Electronics,Smartwatch,ITM-517216,C1733,4.0,457.58,1830.32
TX0177,2025-01-23,South,Clothing,Jacket,ITM-678483,C1175,4.0,49.9,199.6
TX0056,2025-05-10,South,Grocery,Pasta,ITM-385810,C1012,10.0,29.08,290.8
TX0292,2025-01-09,East,Grocery,Cereal,ITM-626750,C1789,3.0,17.52,52.56
TX0255,2025-04-20,Central,Grocery,Apples,ITM-841184,C1068,3.0,21.9,65.7
TX0198,2025-04-17,East,Clothing,Jacket,ITM-929378,C1447,3.0,59.08,177.24
TX0069,2025-06-15,South,Home Goods,Bedding,ITM-996961,C1946,6.0,198.98,1193.88
TX0211,2025-04-30,East,Grocery,Pasta,ITM-591830,C1893,5.0,8.29,41.45
TX0233,2025-06-04,South,Beauty,Fragrance,ITM-457820,C1545,3.0,76.5,229.5
TX0202,2025-03-23,South,Beauty,Lotion,ITM-238419,C1103,6.0,27.25,163.5
TX0169,2025-05-23,South,Grocery,Apples,ITM-368733,C1375,12.0,21.9,262.8
TX0186,2025-02-24,South,Grocery,Coffee,ITM-457226,C1454,8.0,17.55,140.4
TX0036,2025-05-06,South,Grocery,Coffee,ITM-914486,C1057,8.0,14.01,112.08
TX0130,2025-03-27,North,Clothing,T-Shirt,ITM-492551,C1837,5.0,69.87,349.35
